序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,CPC,浏览深度,跳出率,非跳出率,平均访问时长_秒,消费额_标准化,CPC_标准化,点击量_标准化,浏览深度_标准化,非跳出率_标准化,平均访问时长_标准化,CostScore,BenefitScore,成本高低,效益高低,最终类别,zero_effect,anomaly_flag,anomaly_reasons,常规评分可用,成本阈值距离,效益阈值距离,成本边界敏感,效益边界敏感,boundary_sensitive,等权CostScore,等权BenefitScore,等权最终类别,中位数最终类别,分类处理说明
1628,2770,525368335,9811363528,1.86,2,2,0.93,1,1,0,61,0.208083832335,0.370883233533,0.211826347305,0.40119760479,0.171407185629,0.377994011976,0.28948349472,0.278186680275,低,低,潜力词,False,False,,True,0.206975206234,0.213080860731,False,False,False,0.289483532934,0.290606287425,潜力词,潜力词,常规CRITIC+一维KMeans
1629,2771,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1630,2775,525368335,9811363528,10.21,9,9,1.13444444444,1,0.8333,0.1667,64,0.538922155689,0.523952095808,0.53255988024,0.40119760479,0.487275449102,0.40494011976,0.531437129262,0.463749579084,高,低,问题词,False,False,,True,0.0349784283088,0.0275179619221,False,False,False,0.531437125749,0.456493263473,问题词,问题词,常规CRITIC+一维KMeans
1631,2790,525368335,9811363528,6.8,6,4,1.13333333333,0.666666666667,1,0,246,0.468562874251,0.521706586826,0.440119760479,0.161676646707,0.171407185629,0.823353293413,0.495134718064,0.389208135018,低,低,潜力词,False,False,,True,0.00132398288919,0.102059405988,True,False,True,0.495134730539,0.399139221557,潜力词,潜力词,常规CRITIC+一维KMeans
1632,2796,525368335,9811363528,0.56,1,1,0.56,1,1,0,120,0.0460329341317,0.108532934132,0.0815868263473,0.40119760479,0.171407185629,0.615643712575,0.077282919461,0.292076747393,低,低,潜力词,False,False,,True,0.419175781493,0.199190793613,False,False,False,0.0772829341317,0.317458832335,潜力词,潜力词,常规CRITIC+一维KMeans
1633,2799,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1634,2806,525368335,9811363528,45.31,44,60,1.02977272727,1.36363636364,0.8293,0.1707,154,0.773952095808,0.453592814371,0.802769461078,0.59880239521,0.497005988024,0.701347305389,0.613772530288,0.652467878329,高,高,重点词,False,False,,True,0.117313829335,0.161200337323,False,False,False,0.61377245509,0.649981287425,重点词,重点词,常规CRITIC+一维KMeans
1635,2807,525368335,9811363528,128.13,146,236,0.877602739726,1.61643835616,0.8,0.2,32,0.857035928144,0.325598802395,0.896706586826,0.654191616766,0.529565868263,0.247005988024,0.591317490014,0.60187083546,高,高,重点词,False,False,,True,0.0948587890607,0.110603294454,False,False,False,0.591317365269,0.58186751497,重点词,重点词,常规CRITIC+一维KMeans
1636,2826,525368335,9811363528,0.15,1,1,0.15,1,1,0,2,0.00898203592814,0.0108532934132,0.0815868263473,0.40119760479,0.171407185629,0.0943113772455,0.00991766423142,0.178624721719,低,低,潜力词,False,False,,True,0.486541036722,0.312642819287,False,False,False,0.00991766467066,0.187125748503,潜力词,潜力词,常规CRITIC+一维KMeans
1637,2835,525368335,9811363528,2.16,2,15,1.08,7.5,0.5,0.5,309,0.237275449102,0.484281437126,0.211826347305,0.968562874251,0.817739520958,0.873502994012,0.360778385134,0.686763584642,低,高,黄金词,False,False,,True,0.13568031582,0.195496043635,False,False,False,0.360778443114,0.717907934132,黄金词,黄金词,常规CRITIC+一维KMeans
1638,2840,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1639,2843,525368335,9811363528,4124.08,5431,5542,0.759359234027,1.020438225,0.7917,0.2083,117,0.967065868263,0.223053892216,0.980538922156,0.50374251497,0.54378742515,0.582709580838,0.595060054882,0.670381143615,高,高,重点词,False,False,,True,0.0986013539287,0.179113602609,False,False,False,0.59505988024,0.652694610778,重点词,重点词,常规CRITIC+一维KMeans
1640,2847,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1641,2854,525368335,9811363528,8.89,7,9,1.27,1.28571428571,0.6667,0.3333,123,0.515718562874,0.603293413174,0.47380239521,0.579715568862,0.688622754491,0.644461077844,0.559505967467,0.592883030509,高,高,重点词,False,False,,True,0.0630472665138,0.101615489502,False,False,False,0.559505988024,0.596650449102,重点词,重点词,常规CRITIC+一维KMeans
1642,2855,525368335,9811363528,10.02,11,10,0.910909090909,0.909090909091,1,0,92,0.533682634731,0.353293413174,0.567739520958,0.277694610778,0.171407185629,0.516092814371,0.443488066295,0.384694599005,低,低,潜力词,False,False,,True,0.0529706346586,0.106572942001,False,False,False,0.443488023952,0.383233532934,潜力词,潜力词,常规CRITIC+一维KMeans
1643,2858,525368335,9811363528,7.04,6,13,1.17333333333,2.16666666667,0.25,0.75,283,0.47380239521,0.549401197605,0.440119760479,0.770209580838,0.896706586826,0.85628742515,0.511601778662,0.727728309353,高,高,重点词,False,False,,True,0.0151430777082,0.236460768347,True,False,True,0.511601796407,0.740830838323,重点词,重点词,常规CRITIC+一维KMeans
1644,2859,525368335,9811363528,4.18,3,3,1.39333333333,1,0,1,45,0.358532934132,0.677395209581,0.294161676647,0.40119760479,0.953967065868,0.306886227545,0.517963997009,0.501038158711,高,高,重点词,False,False,,True,0.0215052960557,0.00977061770499,False,True,True,0.517964071856,0.489053143713,问题词,问题词,常规CRITIC+一维KMeans
1645,2861,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1646,2875,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1647,2877,525368335,9811363528,1.46,1,3,1.46,3,0.5,0.5,72,0.159056886228,0.718188622754,0.0815868263473,0.852170658683,0.817739520958,0.436377245509,0.438622623245,0.52844178439,低,高,黄金词,False,False,,True,0.0578360777083,0.0371742433838,False,False,False,0.438622754491,0.546968562874,黄金词,黄金词,常规CRITIC+一维KMeans
1648,2884,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1649,2888,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1650,2890,525368335,9811363528,3.71,4,82,0.9275,20.5,0.3333,0.6667,2573,0.332709580838,0.368637724551,0.354416167665,0.995508982036,0.883607784431,0.998502994012,0.350673644261,0.779300204754,低,高,黄金词,False,False,,True,0.145785056692,0.288032663748,False,False,False,0.350673652695,0.808008982036,黄金词,黄金词,常规CRITIC+一维KMeans
1651,2904,525368335,9811363528,4.24,6,3,0.706666666667,0.5,1,0,69,0.360404191617,0.186377245509,0.440119760479,0.109281437126,0.171407185629,0.424401197605,0.273390759412,0.290968904143,低,低,潜力词,False,False,,True,0.223067941541,0.200298636863,False,False,False,0.273390718563,0.28630239521,潜力词,潜力词,常规CRITIC+一维KMeans
1652,2905,525368335,9811363528,11.09,19,16,0.583684210526,0.842105263158,0.9091,0.0909,83,0.555389221557,0.12125748503,0.678892215569,0.252994011976,0.398577844311,0.482035928144,0.338323455198,0.466425252599,低,低,潜力词,False,False,,True,0.158135245756,0.0248422884072,False,False,False,0.338323353293,0.453125,潜力词,潜力词,常规CRITIC+一维KMeans
1653,2914,525368335,9811363528,4623.04,5627,3428,0.821581659854,0.609205615781,0.7333,0.2667,205,0.972305389222,0.269461077844,0.98128742515,0.142964071856,0.618263473054,0.779565868263,0.620883398512,0.655212307336,高,高,重点词,False,False,,True,0.124424697559,0.163944766329,False,False,False,0.620883233533,0.630520209581,重点词,重点词,常规CRITIC+一维KMeans
1654,2916,525368335,9811363528,1.83,1,1,1.83,1,1,0,1,0.203967065868,0.841691616766,0.0815868263473,0.40119760479,0.171407185629,0.0737275449102,0.522829191624,0.174145280648,高,低,问题词,False,False,,True,0.0263704906699,0.317122260358,False,False,False,0.522829341317,0.181979790419,问题词,问题词,常规CRITIC+一维KMeans
1655,2919,525368335,9811363528,90.58,106,104,0.854528301887,0.981132075472,0.9079,0.0921,95,0.824101796407,0.306886227545,0.875,0.297904191617,0.401946107784,0.526571856287,0.565494133383,0.543786228977,高,高,重点词,False,False,,True,0.069035432429,0.0525186879704,False,False,False,0.565494011976,0.525355538922,重点词,重点词,常规CRITIC+一维KMeans
1656,2939,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1657,2947,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1658,2953,525368335,9811363528,0.85,1,1,0.85,1,1,0,0,0.0804640718563,0.302769461078,0.0815868263473,0.40119760479,0.171407185629,0.0310628742515,0.191616714285,0.164860620974,低,低,潜力词,False,False,,True,0.304841986669,0.326406920033,False,False,False,0.191616766467,0.171313622754,潜力词,潜力词,常规CRITIC+一维KMeans
1659,2955,525368335,9811363528,2.82,5,5,0.564,1,1,0,43,0.280688622754,0.11002994012,0.400449101796,0.40119760479,0.171407185629,0.294535928144,0.195359321496,0.314808682104,低,低,潜力词,False,False,,True,0.301099379458,0.176458858902,False,False,False,0.195359281437,0.31689745509,潜力词,潜力词,常规CRITIC+一维KMeans
1660,2961,525368335,9811363528,3144.54,4114,5321,0.764350996597,1.29338842975,0.9121,0.0879,95,0.964071856287,0.226047904192,0.976796407186,0.583083832335,0.395958083832,0.526571856287,0.595060053477,0.633866410278,高,高,重点词,False,False,,True,0.0986013525231,0.142598869271,False,False,False,0.59505988024,0.62060254491,重点词,重点词,常规CRITIC+一维KMeans
1661,2964,525368335,9811363528,4.03,3,2,1.34333333333,0.666666666667,1,0,7,0.349550898204,0.650074850299,0.294161676647,0.161676646707,0.171407185629,0.150074850299,0.499812803709,0.200297232039,高,低,问题词,False,False,,True,0.00335410275553,0.290970308968,True,False,True,0.499812874251,0.19433008982,问题词,潜力词,常规CRITIC+一维KMeans
1662,2975,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1663,2976,525368335,9811363528,0.15,1,1,0.15,1,1,0,1,0.00898203592814,0.0108532934132,0.0815868263473,0.40119760479,0.171407185629,0.0737275449102,0.00991766423142,0.174145280648,低,低,潜力词,False,False,,True,0.486541036722,0.317122260358,False,False,False,0.00991766467066,0.181979790419,潜力词,潜力词,常规CRITIC+一维KMeans
1664,2978,525368335,9811363528,2698.76,4658,6365,0.579381708888,1.36646629455,0.9164,0.0836,86,0.959580838323,0.116017964072,0.978293413174,0.599550898204,0.390718562874,0.495883233533,0.537799599208,0.629776189612,高,高,重点词,False,False,,True,0.0413408982545,0.138508648605,False,False,False,0.537799401198,0.616111526946,重点词,重点词,常规CRITIC+一维KMeans
1665,2979,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1666,2989,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1667,2990,525368335,9811363528,3.5,2,1,1.75,0.5,1,0,2,0.321482035928,0.822230538922,0.211826347305,0.109281437126,0.171407185629,0.0943113772455,0.571856169884,0.152828806354,高,低,问题词,False,False,,True,0.0753974689302,0.338438734653,False,False,False,0.571856287425,0.146706586826,问题词,问题词,常规CRITIC+一维KMeans
1668,2994,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1669,2996,525368335,9811363528,1,1,3,1,3,0,1,21,0.104416167665,0.433008982036,0.0815868263473,0.852170658683,0.953967065868,0.208083832335,0.268712497719,0.516085458194,低,高,黄金词,False,False,,True,0.227746203234,0.0248179171877,False,False,False,0.26871257485,0.523952095808,黄金词,黄金词,常规CRITIC+一维KMeans
1670,2997,525368335,9811363528,35.47,36,33,0.985277777778,0.916666666667,0.8571,0.1429,55,0.74251497006,0.416916167665,0.773952095808,0.280314371257,0.457709580838,0.351422155689,0.57971564529,0.487766474339,高,低,问题词,False,False,,True,0.0832569443368,0.00350106666772,False,True,True,0.579715568862,0.465849550898,问题词,问题词,常规CRITIC+一维KMeans
1671,3009,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1672,3012,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1673,3022,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1674,3024,525368335,9811363528,4.23,5,14,0.846,2.8,0.6667,0.3333,42,0.359281437126,0.297904191617,0.400449101796,0.836077844311,0.688622754491,0.288547904192,0.328592828778,0.549998567234,低,高,黄金词,False,False,,True,0.167865872175,0.0587310262277,False,False,False,0.328592814371,0.553424401198,黄金词,黄金词,常规CRITIC+一维KMeans
1675,3029,525368335,9811363528,1.8,1,3,1.8,3,0,1,51,0.197604790419,0.833458083832,0.0815868263473,0.852170658683,0.953967065868,0.333083832335,0.515531287871,0.543287882153,高,高,重点词,False,False,,True,0.0190725869175,0.0520203411468,False,False,False,0.515531437126,0.555202095808,重点词,重点词,常规CRITIC+一维KMeans
1676,3035,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1677,3043,525368335,9811363528,0.95,1,8,0.95,8,0,1,141,0.0976796407186,0.387350299401,0.0815868263473,0.97380239521,0.953967065868,0.678892215569,0.242514902065,0.645052088616,低,高,黄金词,False,False,,True,0.253943798888,0.15378454761,False,False,False,0.24251497006,0.672062125749,黄金词,黄金词,常规CRITIC+一维KMeans
1678,3045,525368335,9811363528,24.51,22,68,1.11409090909,3.09090909091,0.3889,0.6111,274,0.694236526946,0.50748502994,0.702844311377,0.860778443114,0.870508982036,0.850299401198,0.60086082228,0.815293240508,高,高,重点词,False,False,,True,0.104402121326,0.324025699502,False,False,False,0.600860778443,0.821107784431,重点词,重点词,常规CRITIC+一维KMeans
1679,3060,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1680,3062,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1681,3063,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1682,3068,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1683,3072,525368335,9811363528,5.77,6,6,0.961666666667,1,1,0,70,0.432260479042,0.398952095808,0.440119760479,0.40119760479,0.171407185629,0.427395209581,0.415606295244,0.355243490731,低,低,潜力词,False,False,,True,0.08085240571,0.136024050275,False,False,False,0.415606287425,0.36002994012,潜力词,潜力词,常规CRITIC+一维KMeans
1684,3073,525368335,9811363528,38.81,35,99,1.10885714286,2.82857142857,0.6,0.4,110,0.754491017964,0.500748502994,0.769461077844,0.838323353293,0.748877245509,0.56998502994,0.62761982004,0.735420003315,高,高,重点词,False,False,,True,0.131161119087,0.244152462309,False,False,False,0.627619760479,0.731661676647,重点词,重点词,常规CRITIC+一维KMeans
1685,3076,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1686,3078,525368335,9811363528,33.02,29,54,1.13862068966,1.86206896552,0.6364,0.3636,167,0.731661676647,0.52619760479,0.750374251497,0.708832335329,0.723428143713,0.718188622754,0.628929688947,0.726933070668,高,高,重点词,False,False,,True,0.132470987994,0.235665529661,False,False,False,0.628929640719,0.725205838323,重点词,重点词,常规CRITIC+一维KMeans
1687,3082,525368335,9811363528,1.32,1,1,1.32,1,1,0,1,0.142215568862,0.635853293413,0.0815868263473,0.40119760479,0.171407185629,0.0737275449102,0.389034315266,0.174145280648,低,低,潜力词,False,False,,True,0.107424385688,0.317122260358,False,False,False,0.389034431138,0.181979790419,潜力词,潜力词,常规CRITIC+一维KMeans
1688,3090,525368335,9811363528,1.9,1,0,1.9,0,0,1,0,0.214446107784,0.854416167665,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.534430987504,0.297623280957,高,低,问题词,False,False,,True,0.03797228655,0.193644260049,False,False,False,0.534431137725,0.273297155689,问题词,问题词,常规CRITIC+一维KMeans
1689,3102,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1690,3107,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1691,3116,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1692,3124,525368335,9811363528,0.3,2,2,0.15,1,1,0,120,0.0213323353293,0.0108532934132,0.211826347305,0.40119760479,0.171407185629,0.615643712575,0.016092816831,0.329903863551,低,低,潜力词,False,False,,True,0.480365884123,0.161363677456,False,False,False,0.0160928143713,0.350018712575,潜力词,潜力词,常规CRITIC+一维KMeans
1693,3126,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1694,3135,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1695,3138,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1696,3147,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1697,3151,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1698,3158,525368335,9811363528,1.99,1,1,1.99,1,1,0,11,0.224925149701,0.870508982036,0.0815868263473,0.40119760479,0.171407185629,0.175523952096,0.54771691433,0.196298152855,高,低,问题词,False,False,,True,0.051258213376,0.294969388152,False,False,False,0.547717065868,0.207428892216,问题词,问题词,常规CRITIC+一维KMeans
1699,3164,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1700,3178,525368335,9811363528,10.08,13,14,0.775384615385,1.07692307692,0.8889,0.1111,88,0.535553892216,0.233532934132,0.605164670659,0.519461077844,0.42252994012,0.505239520958,0.384543484067,0.514700179481,低,高,黄金词,False,False,,True,0.111915216886,0.0234326384743,False,False,False,0.384543413174,0.513098802395,黄金词,黄金词,常规CRITIC+一维KMeans
1701,3179,525368335,9811363528,3.04,5,4,0.608,0.8,0.6667,0.3333,1275,0.299775449102,0.136601796407,0.400449101796,0.225299401198,0.688622754491,0.99251497006,0.218188661056,0.570076493603,低,高,黄金词,False,False,,True,0.278270039897,0.0788089525965,False,False,False,0.218188622754,0.576721556886,黄金词,黄金词,常规CRITIC+一维KMeans
1702,3181,525368335,9811363528,11.07,13,50,0.851538461538,3.84615384615,0.75,0.25,623,0.554640718563,0.304640718563,0.605164670659,0.890718562874,0.591317365269,0.961826347305,0.429640777246,0.741223544412,低,高,黄金词,False,False,,True,0.066817923708,0.249956003406,False,False,False,0.429640718563,0.762256736527,黄金词,黄金词,常规CRITIC+一维KMeans
1703,3182,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1704,3185,525368335,9811363528,2.72,4,2,0.68,0.5,1,0,62,0.274700598802,0.169161676647,0.354416167665,0.109281437126,0.171407185629,0.388098802395,0.221931162498,0.258176817372,低,低,潜力词,False,False,,True,0.274527538456,0.233090723634,False,False,False,0.221931137725,0.255800898204,潜力词,潜力词,常规CRITIC+一维KMeans
1705,3188,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1706,3202,525368335,9811363528,32.23,27,119,1.1937037037,4.40740740741,0.6316,0.3684,228,0.729041916168,0.557634730539,0.738398203593,0.907185628743,0.72754491018,0.802395209581,0.643338363588,0.786138681265,高,高,重点词,False,False,,True,0.146879662634,0.294871140259,False,False,False,0.643338323353,0.793880988024,重点词,重点词,常规CRITIC+一维KMeans
1707,3206,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1708,3211,525368335,9811363528,4.96,6,6,0.826666666667,1,1,0,26,0.39371257485,0.275823353293,0.440119760479,0.40119760479,0.171407185629,0.228293413174,0.334767991744,0.311915078916,低,低,潜力词,False,False,,True,0.161690709209,0.17935246209,False,False,False,0.334767964072,0.310254491018,潜力词,潜力词,常规CRITIC+一维KMeans
1709,3222,525368335,9811363528,1176.51,172,337,6.8401744186,1.95930232558,0.7801,0.2199,144,0.926646706587,0.98128742515,0.90494011976,0.72754491018,0.553892215569,0.683008982036,0.953967053042,0.721797370549,高,高,重点词,False,False,,True,0.457508352089,0.230529829543,False,False,False,0.953967065868,0.717346556886,重点词,重点词,常规CRITIC+一维KMeans
1710,3235,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1711,3262,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1712,3267,525368335,9811363528,9.34,6,8,1.55666666667,1.33333333333,0.6667,0.3333,57,0.523952095808,0.764221556886,0.440119760479,0.590194610778,0.688622754491,0.358532934132,0.644086769949,0.523160550639,高,高,重点词,False,False,,True,0.147628068995,0.0318930096325,False,False,False,0.644086826347,0.51936751497,重点词,重点词,常规CRITIC+一维KMeans
1713,3275,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1714,3280,525368335,9811363528,30.61,27,55,1.1337037037,2.03703703704,0.75,0.25,218,0.722679640719,0.52245508982,0.738398203593,0.757859281437,0.591317365269,0.794910179641,0.622567412268,0.714639418437,高,高,重点词,False,False,,True,0.126108711315,0.223371877431,False,False,False,0.622567365269,0.720621257485,重点词,重点词,常规CRITIC+一维KMeans
1715,3281,525368335,9811363528,1.75,2,1,0.875,0.5,1,0,120,0.191616766467,0.32372754491,0.211826347305,0.109281437126,0.171407185629,0.615643712575,0.257672124678,0.266280832028,低,低,潜力词,False,False,,True,0.238786576276,0.224986708979,False,False,False,0.257672155689,0.277039670659,潜力词,潜力词,常规CRITIC+一维KMeans
1716,3284,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1717,3300,525368335,9811363528,0.1,1,0,0.1,0,0,1,0,0.00112275449102,0.00112275449102,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.00112275449102,0.297623280957,低,低,潜力词,False,False,,True,0.495335946463,0.193644260049,False,False,False,0.00112275449102,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
1718,3305,525368335,9811363528,10.73,11,11,0.975454545455,1,0.75,0.25,32,0.548278443114,0.408682634731,0.567739520958,0.40119760479,0.591317365269,0.247005988024,0.47848057169,0.46810398192,低,低,潜力词,False,False,,True,0.017978129264,0.0231635590862,False,False,False,0.478480538922,0.45181511976,潜力词,潜力词,常规CRITIC+一维KMeans
1719,3313,525368335,9811363528,36.15,43,107,0.840697674419,2.48837209302,0.5143,0.4857,400,0.743263473054,0.292664670659,0.797904191617,0.802395209581,0.794910179641,0.916541916168,0.517964177626,0.823880552812,高,高,重点词,False,False,,True,0.0215054766723,0.332613011805,False,False,False,0.517964071856,0.827937874251,重点词,重点词,常规CRITIC+一维KMeans
1720,3320,525368335,9811363528,0.15,1,1,0.15,1,1,0,0,0.00898203592814,0.0108532934132,0.0815868263473,0.40119760479,0.171407185629,0.0310628742515,0.00991766423142,0.164860620974,低,低,潜力词,False,False,,True,0.486541036722,0.326406920033,False,False,False,0.00991766467066,0.171313622754,潜力词,潜力词,常规CRITIC+一维KMeans
1721,3326,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1722,3331,525368335,9811363528,1.01,1,1,1.01,1,1,0,120,0.10628742515,0.441991017964,0.0815868263473,0.40119760479,0.171407185629,0.615643712575,0.274139142757,0.292076747393,低,低,潜力词,False,False,,True,0.222319558197,0.199190793613,False,False,False,0.274139221557,0.317458832335,潜力词,潜力词,常规CRITIC+一维KMeans
1723,3333,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1724,3340,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1725,3347,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1726,3348,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1727,3352,525368335,9811363528,4.01,3,3,1.33666666667,1,1,0,81,0.348428143713,0.642964071856,0.294161676647,0.40119760479,0.171407185629,0.474550898204,0.495696038648,0.32311302524,低,低,潜力词,False,False,,True,0.000762662305959,0.168154515766,True,False,True,0.495696107784,0.335329341317,潜力词,潜力词,常规CRITIC+一维KMeans
1728,3359,525368335,9811363528,2.83,3,1,0.943333333333,0.333333333333,1,0,6,0.282185628743,0.380613772455,0.294161676647,0.0774700598802,0.171407185629,0.141467065868,0.331399677495,0.180071213672,低,低,潜力词,False,False,,True,0.165059023459,0.311196327334,False,False,False,0.331399700599,0.171126497006,潜力词,潜力词,常规CRITIC+一维KMeans
1729,3363,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
